card_number,tier,rank,name,alignment,element,faction,hp,atk,rapid,charge,defense,move_1,move_2,move_3,move_4,move_5,move_6,move_7,move_8,move_9,flavor_text,construct_sprite,source_identities,color_palette
THETA-7018,THETA,9,AetherDros,Viral,Earth,ROT CLUSTER,701,72,21,16,100,Core Onslaught,Mountain Shield,Fissure Cleanse,Mountain Bind,Core Overdrive,Stone Cataclysm,Stone Slam,Core Suppress,Mountain Strike,Strain AetherDros breaches containment. Earth-mutation sequence active. Quarantine failed.,THETA-7018_AetherDros_idle.png,ID.3809|ID.8324|ID.6441,"[109, 31, 177]"
THETA-7019,THETA,9,Vire Dread,Demonic,Nature,BRIMSTONE CELL,706,68,20,17,96,Canopy Barrage,Root Lock,Bloom Onslaught,Thorn Slam,Spore Cleanse,Bloom Ward,Thorn Silence,Bloom Cataclysm,Root Terminus,Vire Dread claws forth from the BRIMSTONE CELL. Nature burns in its wake.,THETA-7019_Vire_Dread_idle.png,ID.9578|ID.3508|ID.5417,"[148, 6, 148]"
THETA-7020,THETA,9,Lyrmion,Mechanical,Sound,SYNTHETIC NETWORK,786,78,19,18,100,Tone Bind,Wave Zenith,Frequency Slam,Wave Cataclysm,Frequency Strike,Echo Cleanse,Resonance Boost,Echo Drain,Wave Barrage,Unit Lyrmion deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Sound.,THETA-7020_Lyrmion_idle.png,ID.1415|ID.7120|ID.7399,"[226, 49, 150]"
THETA-7021,THETA,9,Omas,Demonic,Nature,PANDEMONIUM NET,890,85,22,23,81,Root Strike,Canopy Slam,Spore Cataclysm,Thorn Stun,Vine Empower,Thorn Shield,Root Stun,Spore Zenith,Vine Onslaught,Omas claws forth from the BRIMSTONE CELL. Nature burns in its wake.,THETA-7021_Omas_idle.png,ID.6519|ID.7027|ID.7330,"[201, 56, 206]"
THETA-7022,THETA,9,Vorn Reaver,Demonic,Crystal,VOID CULT,1116,95,17,24,94,Facet Rush,Lattice Onslaught,Facet Drain,Lattice Cleanse,Lattice Cleanse,Facet Stun,Gem Barrage,Facet Apotheosis,Lattice Apotheosis,Vorn Reaver claws forth from the VOID CULT. Crystal burns in its wake.,THETA-7022_Vorn_Reaver_idle.png,ID.9535|ID.5434|ID.4661,"[205, 146, 39]"
THETA-7023,THETA,9,Thas Core,Mechanical,Lightning,PROTOCOL DIVISION,988,90,20,15,97,Static Empower,Volt Charge,Arc Apotheosis,Volt Onslaught,Surge Catalyst,Static Bind,Volt Charge,Surge Restore,Arc Drain,Unit Thas Core deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Lightning.,THETA-7023_Thas_Core_idle.png,ID.9968|ID.4597|ID.3676,"[33, 97, 197]"
THETA-7024,THETA,9,Ishis,Demonic,Gravity,BRIMSTONE CELL,1070,87,19,15,68,Weight Slam,Crush Cataclysm,Crush Onslaught,Pull Drain,Pull Terminus,Pull Silence,Crush Strike,Crush Restore,Singularity Shield,Ishis claws forth from the ABYSSAL CABAL. Gravity burns in its wake.,THETA-7024_Ishis_idle.png,ID.1686|ID.4137|ID.5478,"[71, 114, 217]"
THETA-7025,THETA,9,Vyris,Mechanical,Crystal,PROTOCOL DIVISION,1196,78,16,23,81,Geode Apotheosis,Facet Silence,Lattice Rush,Geode Overdrive,Facet Charge,Facet Restore,Gem Silence,Lattice Slam,Shard Empower,Unit Vyris deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Crystal.,THETA-7025_Vyris_idle.png,ID.8213|ID.3114|ID.9579,"[191, 46, 65]"
THETA-7026,THETA,9,Mire Drone,Mechanical,Sound,GEAR SECT,1126,59,16,19,88,Pulse Barrage,Pulse Overdrive,Wave Restore,Echo Silence,Resonance Restore,Pulse Onslaught,Wave Silence,Echo Slam,Frequency Terminus,Unit Mire Drone deployed from GEAR SECT. Core temperature stable. Elemental sync: Sound.,THETA-7026_Mire_Drone_idle.png,ID.7172|ID.9571|ID.3904,"[208, 33, 48]"
THETA-7027,THETA,9,Dris Horror,Demonic,Blood,VOID CULT,797,92,17,15,75,Hemorrhage Charge,Sanguine Rush,Sanguine Suppress,Sanguine Suppress,Sanguine Zenith,Crimson Empower,Sanguine Barrage,Pulse Terminus,Crimson Shield,Dris Horror claws forth from the PANDEMONIUM NET. Blood burns in its wake.,THETA-7027_Dris_Horror_idle.png,ID.9219|ID.9048|ID.4752,"[142, 92, 204]"
THETA-7028,THETA,9,PhantomKale,Demonic,Sound,ABYSSAL CABAL,1061,76,16,23,45,Frequency Overdrive,Resonance Strike,Frequency Charge,Echo Suppress,Tone Shield,Pulse Cleanse,Wave Overdrive,Echo Rush,Tone Bind,PhantomKale claws forth from the VOID CULT. Sound burns in its wake.,THETA-7028_PhantomKale_idle.png,ID.9436|ID.4500|ID.1866,"[150, 32, 94]"
THETA-7029,THETA,9,Vorn Core,Mechanical,Time,PROTOCOL DIVISION,841,77,16,21,84,Epoch Apotheosis,Era Bind,Loop Slam,Chrono Overdrive,Chrono Stun,Era Barrage,Loop Restore,Loop Restore,Shift Charge,Unit Vorn Core deployed from GEAR SECT. Core temperature stable. Elemental sync: Time.,THETA-7029_Vorn_Core_idle.png,ID.9103|ID.8952|ID.9085,"[80, 244, 154]"
THETA-7030,THETA,9,Tor Core,Mechanical,Sound,GEAR SECT,1169,65,16,22,100,Resonance Lock,Wave Cleanse,Resonance Boost,Frequency Zenith,Frequency Stun,Frequency Overdrive,Tone Rush,Pulse Charge,Pulse Onslaught,Unit Tor Core deployed from GEAR SECT. Core temperature stable. Elemental sync: Sound.,THETA-7030_Tor_Core_idle.png,ID.9325|ID.4023|ID.5192,"[252, 49, 148]"
THETA-7031,THETA,9,Zepzane,Viral,Time,ROT CLUSTER,1195,100,22,25,63,Paradox Catalyst,Shift Terminus,Era Cleanse,Shift Slam,Paradox Silence,Epoch Lock,Era Barrage,Loop Strike,Era Cleanse,Strain Zepzane breaches containment. Time-mutation sequence active. Quarantine failed.,THETA-7031_Zepzane_idle.png,ID.4906|ID.9736|ID.9077,"[12, 242, 224]"
THETA-7032,THETA,9,EtherealPher,Mechanical,Sound,SYNTHETIC NETWORK,865,56,20,18,99,Resonance Drain,Tone Terminus,Resonance Cleanse,Tone Drain,Pulse Barrage,Resonance Catalyst,Wave Rush,Frequency Onslaught,Echo Restore,Unit EtherealPher deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Sound.,THETA-7032_EtherealPher_idle.png,ID.4989|ID.7281|ID.8619,"[253, 23, 191]"
THETA-7033,THETA,9,Zire Protocol,Mechanical,Gravity,IRON CORTEX,933,87,16,16,63,Anchor Rush,Weight Restore,Pull Catalyst,Mass Slam,Mass Strike,Pull Overdrive,Singularity Suppress,Anchor Empower,Mass Drain,Unit Zire Protocol deployed from IRON CORTEX. Core temperature stable. Elemental sync: Gravity.,THETA-7033_Zire_Protocol_idle.png,ID.2782|ID.8027|ID.6948,"[95, 226, 55]"
THETA-7034,THETA,9,Rios Strain,Viral,Sound,PHAGE CELL,1015,69,21,23,79,Tone Charge,Echo Silence,Tone Overdrive,Pulse Apotheosis,Wave Ward,Echo Barrage,Resonance Cleanse,Resonance Drain,Resonance Slam,Strain Rios Strain breaches containment. Sound-mutation sequence active. Quarantine failed.,THETA-7034_Rios_Strain_idle.png,ID.6285|ID.6731|ID.7717,"[180, 14, 109]"
THETA-7035,THETA,9,AstralPhos,Viral,Metal,INFECTION VECTOR,881,95,19,18,50,Steel Drain,Iron Bind,Plate Restore,Alloy Barrage,Alloy Strike,Titan Boost,Iron Terminus,Iron Cataclysm,Alloy Slam,Strain AstralPhos breaches containment. Metal-mutation sequence active. Quarantine failed.,THETA-7035_AstralPhos_idle.png,ID.9379|ID.3986|ID.4589,"[244, 31, 188]"
THETA-7036,THETA,9,Mion Guardian,Angelic,Water,HALO CORE,1094,69,21,19,67,Tide Boost,Abyss Ward,Current Rush,Torrent Bind,Depth Silence,Torrent Zenith,Abyss Slam,Surge Catalyst,Surge Slam,Mion Guardian descends from the ASTRUM DIVISION. Water radiance shields the faithful.,THETA-7036_Mion_Guardian_idle.png,ID.4523|ID.4207|ID.5747,"[19, 57, 91]"
THETA-7037,THETA,9,Morn Sentinel,Angelic,Crystal,LUMINA SECT,1120,83,13,22,75,Prism Silence,Lattice Onslaught,Geode Rush,Prism Ward,Facet Strike,Shard Zenith,Geode Bind,Gem Zenith,Gem Empower,Morn Sentinel descends from the ASTRUM DIVISION. Crystal radiance shields the faithful.,THETA-7037_Morn_Sentinel_idle.png,ID.9719|ID.7685|ID.9459,"[232, 147, 201]"
THETA-7038,THETA,9,Celmire,Viral,Sound,CORRUPTED SECTOR,889,79,19,23,85,Tone Slam,Pulse Onslaught,Resonance Cataclysm,Resonance Restore,Tone Barrage,Wave Drain,Pulse Drain,Pulse Ward,Frequency Terminus,Strain Celmire breaches containment. Sound-mutation sequence active. Quarantine failed.,THETA-7038_Celmire_idle.png,ID.2798|ID.3962|ID.3341,"[82, 118, 10]"
THETA-7039,THETA,9,Vion Saint,Angelic,Crystal,CELESTIAL ORDER,1003,63,18,24,82,Shard Slam,Geode Onslaught,Facet Drain,Lattice Apotheosis,Gem Charge,Geode Stun,Lattice Restore,Shard Zenith,Lattice Cleanse,Vion Saint descends from the LUMINA SECT. Crystal radiance shields the faithful.,THETA-7039_Vion_Saint_idle.png,ID.6658|ID.7506|ID.3110,"[88, 168, 226]"
THETA-7040,THETA,9,Sylen,Mechanical,Gravity,GEAR SECT,1085,57,22,17,96,Pull Catalyst,Crush Empower,Crush Strike,Crush Slam,Weight Barrage,Weight Silence,Crush Apotheosis,Pull Stun,Crush Ward,Unit Sylen deployed from GEAR SECT. Core temperature stable. Elemental sync: Gravity.,THETA-7040_Sylen_idle.png,ID.4156|ID.4383|ID.9664,"[214, 150, 199]"
THETA-7041,THETA,9,EternalRon,Demonic,Poison,BRIMSTONE CELL,769,70,20,18,76,Toxin Rush,Blight Lock,Venom Zenith,Blight Empower,Blight Terminus,Blight Rush,Miasma Rush,Miasma Bind,Venom Empower,EternalRon claws forth from the ABYSSAL CABAL. Poison burns in its wake.,THETA-7041_EternalRon_idle.png,ID.8281|ID.1429|ID.7934,"[117, 33, 7]"
THETA-7042,THETA,9,NexusMir,Viral,Lightning,CORRUPTED SECTOR,967,84,19,16,50,Volt Zenith,Static Catalyst,Arc Bind,Spark Onslaught,Thunder Shield,Volt Lock,Static Empower,Volt Barrage,Surge Charge,Strain NexusMir breaches containment. Lightning-mutation sequence active. Quarantine failed.,THETA-7042_NexusMir_idle.png,ID.7852|ID.4078|ID.6813,"[130, 181, 67]"
THETA-7043,THETA,9,Vax Warden,Angelic,Light,ASTRUM DIVISION,1026,89,22,18,78,Beam Slam,Beam Cleanse,Solar Terminus,Dawn Barrage,Solar Drain,Beam Zenith,Solar Onslaught,Solar Suppress,Solar Ward,Vax Warden descends from the HALO CORE. Light radiance shields the faithful.,THETA-7043_Vax_Warden_idle.png,ID.9037|ID.6760|ID.6446,"[110, 166, 3]"
THETA-7044,THETA,9,Vorn Unit,Mechanical,Crystal,IRON CORTEX,1063,98,21,20,88,Facet Drain,Gem Ward,Prism Stun,Shard Cataclysm,Shard Barrage,Shard Barrage,Lattice Boost,Shard Barrage,Facet Apotheosis,Unit Vorn Unit deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Crystal.,THETA-7044_Vorn_Unit_idle.png,ID.8929|ID.6948|ID.1926,"[157, 10, 216]"
THETA-7045,THETA,9,Lundros,Viral,Crystal,CORRUPTED SECTOR,853,85,20,17,91,Facet Catalyst,Gem Bind,Facet Charge,Geode Shield,Lattice Restore,Lattice Strike,Facet Cataclysm,Gem Barrage,Prism Suppress,Strain Lundros breaches containment. Crystal-mutation sequence active. Quarantine failed.,THETA-7045_Lundros_idle.png,ID.1633|ID.3295|ID.3400,"[29, 210, 211]"
THETA-7046,THETA,9,AstralVorn,Demonic,Crystal,ABYSSAL CABAL,1164,71,16,22,83,Shard Rush,Geode Zenith,Geode Catalyst,Lattice Onslaught,Geode Suppress,Prism Silence,Geode Restore,Facet Barrage,Prism Cleanse,AstralVorn claws forth from the ABYSSAL CABAL. Crystal burns in its wake.,THETA-7046_AstralVorn_idle.png,ID.2434|ID.9483|ID.1413,"[183, 169, 30]"
THETA-7047,THETA,9,Vex Saint,Angelic,Plasma,LUMINA SECT,1108,78,17,23,89,Star Restore,Solar Onslaught,Flux Zenith,Solar Cleanse,Fusion Onslaught,Flux Stun,Ion Lock,Flux Apotheosis,Solar Strike,Vex Saint descends from the LUMINA SECT. Plasma radiance shields the faithful.,THETA-7047_Vex_Saint_idle.png,ID.2922|ID.4932|ID.5291,"[45, 200, 26]"
THETA-7048,THETA,9,Syleth,Angelic,Gravity,HALO CORE,983,80,14,22,72,Anchor Terminus,Weight Rush,Crush Barrage,Crush Restore,Anchor Terminus,Pull Bind,Weight Onslaught,Mass Shield,Pull Bind,Syleth descends from the LUMINA SECT. Gravity radiance shields the faithful.,THETA-7048_Syleth_idle.png,ID.3579|ID.2879|ID.6668,"[123, 140, 81]"
THETA-7049,THETA,9,Zyrvion,Angelic,Water,LUMINA SECT,1068,90,20,18,60,Torrent Rush,Current Boost,Current Catalyst,Surge Onslaught,Tide Drain,Depth Barrage,Torrent Catalyst,Abyss Boost,Surge Silence,Zyrvion descends from the HALO CORE. Water radiance shields the faithful.,THETA-7049_Zyrvion_idle.png,ID.8994|ID.5614|ID.8873,"[213, 250, 229]"
THETA-7050,THETA,9,PrismaticZire,Mechanical,Lightning,PROTOCOL DIVISION,1134,69,18,22,90,Arc Empower,Spark Rush,Thunder Catalyst,Surge Cataclysm,Surge Barrage,Static Lock,Spark Shield,Surge Barrage,Arc Lock,Unit PrismaticZire deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Lightning.,THETA-7050_PrismaticZire_idle.png,ID.3050|ID.2866|ID.4963,"[32, 54, 155]"
THETA-7051,THETA,9,Fendra,Viral,Fire,ROT CLUSTER,991,92,20,16,58,Ignite Silence,Ember Suppress,Scorch Empower,Inferno Restore,Combust Cataclysm,Blaze Charge,Ember Charge,Inferno Cataclysm,Ember Onslaught,Strain Fendra breaches containment. Fire-mutation sequence active. Quarantine failed.,THETA-7051_Fendra_idle.png,ID.3322|ID.5096|ID.8175,"[74, 150, 90]"
THETA-7052,THETA,9,Solsion,Demonic,Dark,PANDEMONIUM NET,772,73,16,19,74,Eclipse Onslaught,Umbra Zenith,Abyss Onslaught,Abyss Bind,Shadow Overdrive,Eclipse Stun,Shadow Shield,Umbra Charge,Void Ward,Solsion claws forth from the PANDEMONIUM NET. Dark burns in its wake.,THETA-7052_Solsion_idle.png,ID.9317|ID.1952|ID.2943,"[72, 64, 123]"
THETA-7053,THETA,9,Qorgon,Angelic,Ice,ASTRUM DIVISION,1088,68,16,19,63,Glacier Suppress,Hail Boost,Freeze Barrage,Glacier Barrage,Glacier Ward,Frost Strike,Crystal Lock,Frost Catalyst,Frost Apotheosis,Qorgon descends from the CELESTIAL ORDER. Ice radiance shields the faithful.,THETA-7053_Qorgon_idle.png,ID.2352|ID.9292|ID.1150,"[37, 251, 28]"
THETA-7054,THETA,9,Sion Frame,Mechanical,Time,IRON CORTEX,828,96,20,15,66,Loop Overdrive,Era Strike,Loop Silence,Chrono Shield,Shift Charge,Shift Strike,Era Boost,Epoch Overdrive,Shift Bind,Unit Sion Frame deployed from GEAR SECT. Core temperature stable. Elemental sync: Time.,THETA-7054_Sion_Frame_idle.png,ID.5292|ID.1485|ID.5488,"[118, 203, 188]"
THETA-7055,THETA,9,Nyxdune,Angelic,Water,HALO CORE,933,70,16,25,81,Current Rush,Surge Shield,Abyss Lock,Surge Apotheosis,Tide Strike,Surge Terminus,Current Ward,Depth Rush,Depth Stun,Nyxdune descends from the HALO CORE. Water radiance shields the faithful.,THETA-7055_Nyxdune_idle.png,ID.3458|ID.3932|ID.4117,"[5, 154, 250]"
THETA-7056,THETA,9,Kale Guardian,Angelic,Crystal,LUMINA SECT,913,92,17,21,61,Facet Terminus,Prism Lock,Prism Charge,Prism Overdrive,Geode Empower,Shard Onslaught,Shard Charge,Shard Empower,Facet Drain,Kale Guardian descends from the ASTRUM DIVISION. Crystal radiance shields the faithful.,THETA-7056_Kale_Guardian_idle.png,ID.4932|ID.7159|ID.6057,"[89, 124, 68]"
THETA-7057,THETA,9,Zepil,Angelic,Gravity,LUMINA SECT,979,68,22,21,70,Mass Bind,Pull Cataclysm,Weight Strike,Singularity Lock,Crush Rush,Weight Shield,Singularity Empower,Pull Onslaught,Mass Cataclysm,Zepil descends from the LUMINA SECT. Gravity radiance shields the faithful.,THETA-7057_Zepil_idle.png,ID.5927|ID.9880|ID.5102,"[43, 117, 102]"
THETA-7058,THETA,9,PhantomRon,Viral,Nature,PHAGE CELL,849,85,21,20,95,Thorn Charge,Spore Charge,Canopy Boost,Canopy Zenith,Bloom Stun,Bloom Silence,Bloom Catalyst,Canopy Onslaught,Bloom Cleanse,Strain PhantomRon breaches containment. Nature-mutation sequence active. Quarantine failed.,THETA-7058_PhantomRon_idle.png,ID.7492|ID.4157|ID.4196,"[156, 222, 10]"
THETA-7059,THETA,9,Zepthas,Mechanical,Dark,GEAR SECT,1130,86,19,16,65,Void Terminus,Void Ward,Shadow Cataclysm,Umbra Silence,Void Onslaught,Eclipse Suppress,Umbra Empower,Umbra Onslaught,Abyss Charge,Unit Zepthas deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Dark.,THETA-7059_Zepthas_idle.png,ID.7754|ID.5806|ID.6425,"[250, 218, 48]"
THETA-7060,THETA,9,Pher Unit,Mechanical,Void,IRON CORTEX,788,59,20,25,96,Zero Empower,Entropy Cleanse,Zero Charge,Entropy Charge,Erase Apotheosis,Entropy Strike,Entropy Stun,Abyss Zenith,Zero Stun,Unit Pher Unit deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Void.,THETA-7060_Pher_Unit_idle.png,ID.2908|ID.2612|ID.3590,"[68, 115, 185]"
THETA-7061,THETA,9,Kale Mutant,Viral,Wind,ROT CLUSTER,919,94,21,22,85,Gale Onslaught,Draft Strike,Breeze Shield,Gale Zenith,Gale Lock,Gale Overdrive,Breeze Charge,Squall Ward,Draft Suppress,Strain Kale Mutant breaches containment. Wind-mutation sequence active. Quarantine failed.,THETA-7061_Kale_Mutant_idle.png,ID.4185|ID.4690|ID.4710,"[145, 162, 131]"
THETA-7062,THETA,9,Zepun,Mechanical,Crystal,PROTOCOL DIVISION,808,57,19,20,81,Prism Bind,Gem Barrage,Prism Ward,Geode Barrage,Shard Terminus,Facet Overdrive,Shard Shield,Prism Bind,Lattice Strike,Unit Zepun deployed from GEAR SECT. Core temperature stable. Elemental sync: Crystal.,THETA-7062_Zepun_idle.png,ID.1777|ID.9827|ID.6376,"[44, 246, 189]"
THETA-7063,THETA,9,Vire Warden,Angelic,Crystal,CELESTIAL ORDER,1188,86,19,19,89,Gem Rush,Gem Onslaught,Facet Stun,Geode Terminus,Facet Restore,Facet Suppress,Facet Empower,Shard Apotheosis,Lattice Onslaught,Vire Warden descends from the HALO CORE. Crystal radiance shields the faithful.,THETA-7063_Vire_Warden_idle.png,ID.8628|ID.5362|ID.4270,"[38, 191, 34]"
THETA-7064,THETA,9,Solos,Angelic,Nature,ASTRUM DIVISION,969,78,20,18,98,Canopy Rush,Canopy Empower,Vine Suppress,Thorn Terminus,Spore Silence,Spore Onslaught,Vine Rush,Spore Overdrive,Spore Empower,Solos descends from the LUMINA SECT. Nature radiance shields the faithful.,THETA-7064_Solos_idle.png,ID.9778|ID.8871|ID.2194,"[246, 254, 211]"
THETA-7065,THETA,9,Vek Beast,Demonic,Water,PANDEMONIUM NET,991,92,18,20,88,Tide Lock,Depth Cleanse,Surge Apotheosis,Depth Empower,Abyss Rush,Abyss Drain,Current Rush,Current Rush,Depth Catalyst,Vek Beast claws forth from the ABYSSAL CABAL. Water burns in its wake.,THETA-7065_Vek_Beast_idle.png,ID.8464|ID.6305|ID.1276,"[169, 27, 163]"
THETA-7066,THETA,9,Jorrios,Viral,Dark,ROT CLUSTER,840,73,21,17,64,Night Stun,Eclipse Charge,Eclipse Zenith,Umbra Barrage,Umbra Stun,Umbra Cleanse,Void Cataclysm,Abyss Rush,Shadow Shield,Strain Jorrios breaches containment. Dark-mutation sequence active. Quarantine failed.,THETA-7066_Jorrios_idle.png,ID.7522|ID.1932|ID.1120,"[255, 201, 224]"
THETA-7067,THETA,9,Vax Fiend,Demonic,Gravity,VOID CULT,827,68,16,19,84,Singularity Bind,Singularity Terminus,Pull Onslaught,Weight Apotheosis,Pull Shield,Weight Rush,Anchor Charge,Singularity Silence,Crush Ward,Vax Fiend claws forth from the VOID CULT. Gravity burns in its wake.,THETA-7067_Vax_Fiend_idle.png,ID.5724|ID.2344|ID.9087,"[217, 46, 247]"
THETA-7068,THETA,9,Wynan,Mechanical,Lightning,PROTOCOL DIVISION,754,93,20,25,88,Static Slam,Volt Boost,Spark Apotheosis,Surge Bind,Volt Apotheosis,Thunder Strike,Thunder Empower,Volt Rush,Thunder Lock,Unit Wynan deployed from GEAR SECT. Core temperature stable. Elemental sync: Lightning.,THETA-7068_Wynan_idle.png,ID.9469|ID.7283|ID.3595,"[60, 238, 229]"
THETA-7069,THETA,9,Sylvire,Viral,Sound,INFECTION VECTOR,1025,71,16,16,46,Wave Charge,Resonance Stun,Wave Slam,Echo Bind,Pulse Rush,Tone Boost,Wave Boost,Frequency Apotheosis,Frequency Overdrive,Strain Sylvire breaches containment. Sound-mutation sequence active. Quarantine failed.,THETA-7069_Sylvire_idle.png,ID.9745|ID.9360|ID.3724,"[42, 121, 23]"
THETA-7070,THETA,9,Zepar,Demonic,Sound,PANDEMONIUM NET,1187,91,20,22,91,Tone Suppress,Tone Catalyst,Wave Silence,Echo Cleanse,Tone Apotheosis,Tone Cleanse,Tone Strike,Resonance Slam,Frequency Charge,Zepar claws forth from the BRIMSTONE CELL. Sound burns in its wake.,THETA-7070_Zepar_idle.png,ID.4448|ID.4200|ID.8902,"[172, 60, 0]"
THETA-7071,THETA,9,Vax Host,Viral,Crystal,PHAGE CELL,1035,91,21,23,83,Gem Apotheosis,Facet Slam,Facet Lock,Prism Cleanse,Geode Cataclysm,Gem Boost,Geode Silence,Geode Slam,Shard Strike,Strain Vax Host breaches containment. Crystal-mutation sequence active. Quarantine failed.,THETA-7071_Vax_Host_idle.png,ID.9645|ID.3260|ID.6776,"[160, 44, 42]"
THETA-7072,THETA,9,OmniVex,Mechanical,Light,IRON CORTEX,952,81,20,17,93,Solar Barrage,Solar Barrage,Beam Slam,Radiance Boost,Lumen Silence,Radiance Silence,Solar Zenith,Lumen Boost,Prism Zenith,Unit OmniVex deployed from IRON CORTEX. Core temperature stable. Elemental sync: Light.,THETA-7072_OmniVex_idle.png,ID.1446|ID.2064|ID.4943,"[225, 218, 130]"
THETA-7073,THETA,9,Kryan,Demonic,Metal,BRIMSTONE CELL,1104,73,17,16,65,Plate Zenith,Plate Boost,Plate Empower,Steel Onslaught,Forge Strike,Alloy Stun,Titan Barrage,Alloy Catalyst,Plate Bind,Kryan claws forth from the ABYSSAL CABAL. Metal burns in its wake.,THETA-7073_Kryan_idle.png,ID.2367|ID.5220|ID.6272,"[207, 149, 214]"
THETA-7074,THETA,9,PrismaticSion,Mechanical,Poison,IRON CORTEX,1115,65,20,21,74,Blight Drain,Plague Onslaught,Miasma Zenith,Toxin Restore,Miasma Boost,Toxin Strike,Venom Catalyst,Miasma Rush,Toxin Suppress,Unit PrismaticSion deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Poison.,THETA-7074_PrismaticSion_idle.png,ID.1365|ID.9545|ID.6429,"[233, 245, 141]"
THETA-7075,THETA,9,Yorphir,Angelic,Metal,HALO CORE,979,92,21,24,90,Iron Bind,Iron Stun,Plate Strike,Forge Restore,Iron Cataclysm,Iron Terminus,Steel Empower,Iron Strike,Plate Charge,Yorphir descends from the HALO CORE. Metal radiance shields the faithful.,THETA-7075_Yorphir_idle.png,ID.8117|ID.2664|ID.2424,"[58, 52, 59]"
THETA-7076,THETA,9,Sol Unit,Mechanical,Wind,PROTOCOL DIVISION,1126,64,18,22,87,Gale Charge,Breeze Bind,Draft Empower,Zephyr Ward,Cyclone Overdrive,Draft Barrage,Draft Charge,Zephyr Drain,Cyclone Catalyst,Unit Sol Unit deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Wind.,THETA-7076_Sol_Unit_idle.png,ID.3500|ID.8761|ID.6200,"[188, 209, 235]"
THETA-7077,THETA,9,EternalVire,Angelic,Plasma,LUMINA SECT,1036,71,13,20,86,Nebula Barrage,Nebula Barrage,Nebula Suppress,Fusion Strike,Fusion Bind,Flux Overdrive,Flux Shield,Solar Terminus,Solar Ward,EternalVire descends from the HALO CORE. Plasma radiance shields the faithful.,THETA-7077_EternalVire_idle.png,ID.6295|ID.3744|ID.3181,"[231, 193, 36]"
THETA-7078,THETA,9,OmniZire,Mechanical,Gravity,GEAR SECT,834,78,17,19,83,Weight Cleanse,Singularity Rush,Weight Cataclysm,Singularity Barrage,Crush Stun,Mass Overdrive,Pull Onslaught,Singularity Ward,Pull Silence,Unit OmniZire deployed from GEAR SECT. Core temperature stable. Elemental sync: Gravity.,THETA-7078_OmniZire_idle.png,ID.4575|ID.7399|ID.5487,"[181, 90, 115]"
THETA-7079,THETA,9,Heliel,Viral,Time,INFECTION VECTOR,1159,94,21,23,82,Shift Strike,Shift Lock,Era Onslaught,Epoch Apotheosis,Epoch Barrage,Chrono Empower,Era Empower,Epoch Suppress,Era Catalyst,Strain Heliel breaches containment. Time-mutation sequence active. Quarantine failed.,THETA-7079_Heliel_idle.png,ID.5193|ID.8951|ID.9804,"[239, 25, 211]"
THETA-7080,THETA,9,NexusKale,Mechanical,Fire,PROTOCOL DIVISION,882,59,16,23,91,Ignite Empower,Ember Strike,Combust Silence,Inferno Apotheosis,Inferno Restore,Blaze Rush,Ember Catalyst,Ignite Onslaught,Ignite Suppress,Unit NexusKale deployed from IRON CORTEX. Core temperature stable. Elemental sync: Fire.,THETA-7080_NexusKale_idle.png,ID.1310|ID.3875|ID.8680,"[203, 8, 176]"
THETA-7081,THETA,9,SolarThas,Angelic,Lightning,ASTRUM DIVISION,867,92,15,25,91,Volt Strike,Static Terminus,Spark Shield,Arc Strike,Arc Suppress,Thunder Boost,Static Rush,Spark Terminus,Static Stun,SolarThas descends from the HALO CORE. Lightning radiance shields the faithful.,THETA-7081_SolarThas_idle.png,ID.1112|ID.6685|ID.5573,"[232, 177, 63]"
THETA-7082,THETA,9,PhantomThos,Viral,Sound,CORRUPTED SECTOR,1154,72,18,19,90,Resonance Rush,Frequency Ward,Resonance Stun,Pulse Drain,Pulse Charge,Tone Barrage,Echo Overdrive,Frequency Cataclysm,Wave Shield,Strain PhantomThos breaches containment. Sound-mutation sequence active. Quarantine failed.,THETA-7082_PhantomThos_idle.png,ID.7530|ID.3636|ID.2214,"[151, 137, 149]"
THETA-7083,THETA,9,Lunzire,Viral,Ice,INFECTION VECTOR,1180,92,22,24,88,Freeze Lock,Freeze Empower,Glacier Cleanse,Freeze Charge,Hail Apotheosis,Hail Rush,Frost Suppress,Hail Terminus,Frost Barrage,Strain Lunzire breaches containment. Ice-mutation sequence active. Quarantine failed.,THETA-7083_Lunzire_idle.png,ID.7946|ID.4488|ID.8682,"[221, 98, 51]"
